Datum;MengeKum;Einheit;Preis;Produkt;Umsatz;Bestand_Einheit;Bestand_Preis
22/02/2016;-11.000;Stück;1.63;Dinkel Drink;-17.93;48.000;78.24
22/02/2016;0.000;Kilo;15.30;Haselnüsse geschält;0.00;20.000;306.00
25/02/2016;-0.174;Kilo;3.20;Polenta;-0.56;15.822;50.63
25/02/2016;-0.067;Kilo;40.00;Bockshornklee Ganz;-2.68;0.458;18.32
25/02/2016;-0.050;Kilo;36.00;Koriander Gemahlen;-1.80;0.881;31.72
25/02/2016;-0.060;Kilo;36.00;Kreuzkümmel Gemahlen;-2.16;0.800;28.80
25/02/2016;-0.090;Kilo;30.00;Senfkörner Ganz;-2.70;0.519;15.57
25/02/2016;-0.390;Kilo;15.30;Haselnüsse geschält;-5.97;19.610;300.03
25/02/2016;-0.154;Kilo;20.00;Kaffee roh;-3.08;4.756;95.12
26/02/2016;-0.472;Kilo;3.40;Braunhirse;-1.60;8.618;29.30
26/02/2016;-0.462;Kilo;3.40;Buchweizen;-1.57;0.723;2.46
26/02/2016;-0.276;Kilo;2.29;Couscous;-0.63;10.502;24.05
26/02/2016;-1.000;Stück;1.63;Dinkel Drink;-1.63;47.000;76.61
26/02/2016;-4.000;Stück;1.49;Hafer Drink;-5.96;38.000;56.62
26/02/2016;-0.156;Kilo;15.30;Haselnüsse geschält;-2.39;19.454;297.65
26/02/2016;-0.286;Liter;8.50;Olivenöl;-2.43;5.156;43.83
26/02/2016;-0.156;Kilo;4.00;Sesam;-0.62;14.832;59.33
27/02/2016;-1.586;Kilo;3.15;Arborio Reis;-5.00;3.631;11.44
27/02/2016;-0.888;Kilo;15.30;Haselnüsse geschält;-13.59;18.566;284.06
27/02/2016;-0.586;Kilo;3.04;Rote Linsen;-1.78;0.038;0.12
27/02/2016;-1.912;Kilo;6.74;Walnüsse;-12.89;18.088;121.91
27/02/2016;-0.020;Kilo;40.00;Zimt Ganz;-0.80;0.936;37.44
27/02/2016;-2.076;Kilo;4.60;Beluglinsen;-9.55;15.740;72.40
27/02/2016;-0.526;Kilo;4.50;Braune Linsen;-2.37;-0.526;-2.37
27/02/2016;-0.815;Kilo;2.00;Dinkel;-1.63;4.407;8.81
27/02/2016;-10.000;Stück;1.49;Hafer Drink;-14.90;28.000;41.72
27/02/2016;-0.860;Kilo;1.20;Roggen;-1.03;32.220;38.66
28/02/2016;-2.364;Kilo;1.20;Roggen;-2.84;29.856;35.83
28/02/2016;-0.562;Kilo;4.50;Tellerlinsen;-2.53;14.336;64.51
28/02/2016;-0.392;Kilo;2.00;Dinkel;-0.78;4.015;8.03
29/02/2016;-0.710;Kilo;15.30;Haselnüsse geschält;-10.86;17.856;273.20
29/02/2016;-2.110;Kilo;6.74;Walnüsse;-14.22;15.978;107.69
01/03/2016;-0.184;Kilo;20.00;Kaffee roh;-3.68;4.572;91.44
01/03/2016;-0.478;Kilo;4.50;Braune Linsen;-2.15;-1.004;-4.52
01/03/2016;-3.000;Stück;1.49;Hafer Drink;-4.47;25.000;37.25
01/03/2016;-0.842;Kilo;12.00;Sonnenblütenhonig;-10.10;16.577;198.92
02/03/2016;-0.564;Kilo;2.00;Dinkel;-1.13;3.451;6.90
02/03/2016;-0.538;Kilo;1.20;Roggen;-0.65;29.318;35.18
02/03/2016;-0.375;Liter;8.50;Olivenöl;-3.19;4.781;40.64
02/03/2016;-0.184;Kilo;3.40;Braunhirse;-0.63;8.434;28.68
02/03/2016;-1.000;Stück;1.63;Dinkel Drink;-1.63;46.000;74.98
02/03/2016;-0.360;Kilo;15.30;Haselnüsse geschält;-5.51;17.496;267.69
02/03/2016;-0.776;Kilo;3.20;Polenta;-2.48;15.046;48.15
02/03/2016;-0.174;Kilo;4.00;Sesam;-0.70;14.658;58.63
03/03/2016;-5.000;Stück;1.49;Hafer Drink;-7.45;20.000;29.80
04/03/2016;7.000;Kilo;9.10;Gemüsebrühe;63.70;7.000;63.70
04/03/2016;25.000;Stück;2.92;Rübenzucker;73.00;25.000;73.00
04/03/2016;10.000;Kilo;22.41;Kaffee Espresso;224.10;10.000;224.10
04/03/2016;9.530;Kilo;22.41;Kaffee Geröstet;213.57;9.530;213.57
04/03/2016;27.500;Kilo;4.22;Spaghetti;116.05;27.500;116.05
04/03/2016;33.500;Kilo;3.07;Spirelli;102.85;33.500;102.85
04/03/2016;56.000;Stück;1.53;Tomaten Mark;85.68;56.000;85.68
04/03/2016;44.000;Stück;1.65;Tomaten Passata;72.60;44.000;72.60
05/03/2016;1.000;Kilo;12.11;Basilikum;12.11;1.000;12.11
05/03/2016;25.000;Kilo;2.55;Basmati Weiß;63.75;25.000;63.75
05/03/2016;6.000;Stück;1.78;Currychini;10.68;6.000;10.68
05/03/2016;1.000;Kilo;16.87;Oregano;16.87;1.000;16.87
05/03/2016;1.000;Kilo;19.32;Paprika Edelsüß;19.32;1.000;19.32
05/03/2016;25.000;Kilo;3.43;Risottoreis;85.75;25.000;85.75
05/03/2016;1.000;Kilo;12.28;Rosmarin;12.28;1.000;12.28
05/03/2016;25.000;Kilo;3.06;Rote Linsen;76.50;25.038;76.62
05/03/2016;1.000;Kilo;16.88;Thymian;16.88;1.000;16.88
05/03/2016;-1.826;Kilo;3.15;Arborio Reis;-5.75;1.805;5.69
05/03/2016;24.436;Kilo;2.55;Basmati Braun;62.31;24.436;62.31
05/03/2016;0.986;Kilo;16.25;Kräuter der Provence;16.02;0.986;16.02
05/03/2016;-2.606;Kilo;4.22;Spaghetti;-11.00;24.894;105.05
05/03/2016;-0.864;Kilo;3.07;Spirelli;-2.65;32.636;100.19
05/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;55.000;84.15
05/03/2016;-2.000;Stück;1.65;Tomaten Passata;-3.30;42.000;69.30
05/03/2016;9.328;Kilo;25.52;Mandelmus;238.05;9.328;238.05
05/03/2016;23.620;Kilo;15.95;Samba;376.74;23.620;376.74
05/03/2016;-0.530;Kilo;12.00;Sonnenblütenhonig;-6.36;16.047;192.56
05/03/2016;23.462;Kilo;3.40;Buchweizen;79.77;24.185;82.23
05/03/2016;-1.226;Kilo;3.40;Braunhirse;-4.17;7.208;24.51
05/03/2016;-0.602;Kilo;15.30;Haselnüsse geschält;-9.21;16.894;258.48
05/03/2016;-1.726;Stück;2.92;Rübenzucker;-5.04;23.274;67.96
05/03/2016;-0.510;Kilo;4.00;Sesam;-2.04;14.148;56.59
05/03/2016;4.000;Stück;1.78;Basitom;7.12;4.000;7.12
05/03/2016;4.000;Stück;1.78;Mepfel;7.12;4.000;7.12
05/03/2016;4.000;Stück;1.78;Rote Beete Meerettich;7.12;4.000;7.12
05/03/2016;4.000;Stück;1.78;Sendi;7.12;4.000;7.12
05/03/2016;10.000;Stück;1.93;Zwiebelschmelz;19.30;10.000;19.30
05/03/2016;-1.070;Kilo;22.41;Kaffee Espresso;-23.98;8.930;200.12
06/03/2016;-1.000;Stück;1.78;Basitom;-1.78;3.000;5.34
06/03/2016;-0.516;Kilo;4.50;Braune Linsen;-2.32;-1.520;-6.84
06/03/2016;-1.000;Stück;1.78;Currychini;-1.78;5.000;8.90
06/03/2016;-1.680;Kilo;2.00;Dinkel;-3.36;1.771;3.54
06/03/2016;-1.288;Kilo;2.10;Hafer;-2.70;26.522;55.70
06/03/2016;-0.464;Kilo;3.06;Rote Linsen;-1.42;24.574;75.20
06/03/2016;-0.152;Kilo;15.95;Samba;-2.42;23.468;374.31
06/03/2016;-1.000;Stück;1.78;Sendi;-1.78;3.000;5.34
06/03/2016;-0.754;Kilo;3.07;Spirelli;-2.31;31.882;97.88
06/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;54.000;82.62
06/03/2016;-1.000;Stück;1.65;Tomaten Passata;-1.65;41.000;67.65
07/03/2016;-1.094;Kilo;4.22;Spaghetti;-4.62;23.800;100.44
07/03/2016;-0.870;Kilo;3.15;Arborio Reis;-2.74;0.935;2.95
07/03/2016;-1.000;Kilo;2.55;Basmati Weiß;-2.55;24.000;61.20
07/03/2016;-0.726;Kilo;3.80;Borlottibohnen;-2.76;1.892;7.19
07/03/2016;-0.542;Kilo;4.50;Braune Linsen;-2.44;-2.062;-9.28
07/03/2016;-0.402;Kilo;3.40;Buchweizen;-1.37;23.783;80.86
07/03/2016;-1.800;Kilo;2.00;Dinkel;-3.60;-0.029;-0.06
07/03/2016;-2.000;Stück;1.63;Dinkel Drink;-3.26;44.000;71.72
07/03/2016;-2.510;Kilo;2.10;Hafer;-5.27;24.012;50.43
07/03/2016;-3.000;Stück;1.49;Hafer Drink;-4.47;17.000;25.33
07/03/2016;-0.017;Kilo;16.25;Kräuter der Provence;-0.28;0.969;15.75
07/03/2016;-1.762;Kilo;1.20;Roggen;-2.11;27.556;33.07
07/03/2016;-0.410;Kilo;15.95;Samba;-6.54;23.058;367.78
07/03/2016;-0.246;Kilo;12.00;Sonnenblütenhonig;-2.95;15.801;189.61
07/03/2016;-0.850;Kilo;3.07;Spirelli;-2.61;31.032;95.27
07/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;53.000;81.09
07/03/2016;-1.000;Stück;1.65;Tomaten Passata;-1.65;40.000;66.00
07/03/2016;-1.000;Stück;1.93;Zwiebelschmelz;-1.93;9.000;17.37
08/03/2016;-0.344;Kilo;3.40;Braunhirse;-1.17;6.864;23.34
08/03/2016;-1.000;Stück;1.78;Basitom;-1.78;2.000;3.56
08/03/2016;-1.134;Kilo;2.55;Basmati Weiß;-2.89;22.866;58.31
08/03/2016;-1.012;Kilo;4.60;Beluglinsen;-4.66;14.728;67.75
08/03/2016;-1.268;Kilo;4.50;Braune Linsen;-5.71;-3.330;-14.99
08/03/2016;-0.366;Kilo;2.29;Couscous;-0.84;10.136;23.21
08/03/2016;-2.000;Stück;1.49;Hafer Drink;-2.98;15.000;22.35
08/03/2016;-0.170;Kilo;40.00;Kurkuma Gemahlen;-6.80;0.649;25.96
08/03/2016;-0.500;Liter;8.50;Olivenöl;-4.25;4.281;36.39
08/03/2016;-0.648;Kilo;12.00;Sonnenblütenhonig;-7.78;15.153;181.84
08/03/2016;-0.488;Kilo;3.80;Borlottibohnen;-1.85;1.404;5.34
08/03/2016;-0.276;Kilo;22.41;Kaffee Geröstet;-6.19;9.254;207.38
08/03/2016;-2.000;Stück;1.78;Currychini;-3.56;3.000;5.34
08/03/2016;-1.000;Stück;1.78;Mepfel;-1.78;3.000;5.34
08/03/2016;-1.000;Stück;1.78;Rote Beete Meerettich;-1.78;3.000;5.34
08/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;52.000;79.56
08/03/2016;-2.000;Stück;1.65;Tomaten Passata;-3.30;38.000;62.70
08/03/2016;-1.608;Kilo;3.07;Spirelli;-4.94;29.424;90.33
08/03/2016;-0.512;Stück;2.92;Rübenzucker;-1.50;22.762;66.47
08/03/2016;-0.582;Kilo;15.95;Samba;-9.28;22.476;358.49
08/03/2016;-0.556;Kilo;25.52;Mandelmus;-14.19;8.772;223.86
08/03/2016;-3.000;Stück;1.93;Zwiebelschmelz;-5.79;6.000;11.58
09/03/2016;-1.000;Stück;1.78;Currychini;-1.78;2.000;3.56
09/03/2016;-2.000;Stück;1.49;Hafer Drink;-2.98;13.000;19.37
09/03/2016;-0.300;Kilo;22.41;Kaffee Geröstet;-6.72;8.954;200.66
09/03/2016;-1.000;Stück;1.78;Mepfel;-1.78;2.000;3.56
09/03/2016;-1.000;Stück;1.78;Rote Beete Meerettich;-1.78;2.000;3.56
09/03/2016;-0.898;Stück;2.92;Rübenzucker;-2.62;21.864;63.84
09/03/2016;-1.000;Stück;1.78;Sendi;-1.78;2.000;3.56
09/03/2016;-1.144;Kilo;3.07;Spirelli;-3.51;28.280;86.82
09/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;51.000;78.03
09/03/2016;-1.000;Stück;1.93;Zwiebelschmelz;-1.93;5.000;9.65
10/03/2016;-0.212;Kilo;22.41;Kaffee Geröstet;-4.75;8.742;195.91
10/03/2016;-1.000;Stück;1.49;Soja Drink;-1.49;5.000;7.45
10/03/2016;-1.404;Kilo;3.40;Braunhirse;-4.77;5.460;18.56
10/03/2016;-0.166;Kilo;15.30;Haselnüsse geschält;-2.54;16.728;255.94
10/03/2016;-0.616;Kilo;22.41;Kaffee Espresso;-13.80;8.314;186.32
10/03/2016;-0.460;Kilo;4.50;Braune Linsen;-2.07;-3.790;-17.06
10/03/2016;-0.312;Kilo;3.20;Polenta;-1.00;14.734;47.15
10/03/2016;-0.554;Kilo;2.29;Couscous;-1.27;9.582;21.94
10/03/2016;-0.792;Kilo;3.07;Spirelli;-2.43;27.488;84.39
10/03/2016;-0.073;Kilo;45.00;Pfeffer Schwarz Ganz;-3.28;3.158;142.11
10/03/2016;-2.000;Stück;1.63;Dinkel Drink;-3.26;42.000;68.46
10/03/2016;-2.000;Stück;1.78;Mepfel;-3.56;0.000;0.00
10/03/2016;-3.000;Stück;1.53;Tomaten Mark;-4.59;48.000;73.44
10/03/2016;-3.000;Stück;1.65;Tomaten Passata;-4.95;35.000;57.75
10/03/2016;-1.000;Stück;1.93;Zwiebelschmelz;-1.93;4.000;7.72
10/03/2016;-0.066;Kilo;19.32;Paprika Edelsüß;-1.28;0.934;18.04
10/03/2016;-0.790;Kilo;15.95;Samba;-12.60;21.686;345.89
10/03/2016;-0.590;Kilo;12.00;Sonnenblütenhonig;-7.08;14.563;174.76
10/03/2016;-0.920;Kilo;2.55;Basmati Weiß;-2.35;21.946;55.96
10/03/2016;-0.766;Kilo;25.52;Mandelmus;-19.55;8.006;204.31
11/03/2016;-4.326;Kilo;2.55;Basmati Braun;-11.03;20.110;51.28
11/03/2016;-1.286;Kilo;2.55;Basmati Weiß;-3.28;20.660;52.68
11/03/2016;-1.010;Kilo;25.52;Mandelmus;-25.78;6.996;178.54
11/03/2016;-0.962;Kilo;3.20;Polenta;-3.08;13.772;44.07
11/03/2016;-1.000;Stück;1.78;Rote Beete Meerettich;-1.78;1.000;1.78
11/03/2016;-1.000;Stück;1.78;Sendi;-1.78;1.000;1.78
11/03/2016;-1.000;Stück;1.93;Zwiebelschmelz;-1.93;3.000;5.79
12/03/2016;-0.596;Kilo;2.55;Basmati Braun;-1.52;19.514;49.76
12/03/2016;-0.716;Kilo;2.55;Basmati Weiß;-1.83;19.944;50.86
12/03/2016;-1.000;Stück;1.78;Currychini;-1.78;1.000;1.78
12/03/2016;-0.200;Kilo;15.30;Haselnüsse geschält;-3.06;16.528;252.88
12/03/2016;-0.036;Kilo;36.00;Koriander Ganz;-1.30;0.855;30.78
12/03/2016;-0.030;Kilo;16.25;Kräuter der Provence;-0.49;0.939;15.26
12/03/2016;-1.000;Stück;1.78;Sendi;-1.78;0.000;0.00
12/03/2016;-0.284;Kilo;4.00;Sesam;-1.14;13.864;55.46
12/03/2016;-1.000;Stück;1.65;Tomaten Passata;-1.65;34.000;56.10
12/03/2016;-2.000;Stück;1.93;Zwiebelschmelz;-3.86;1.000;1.93
12/03/2016;-0.404;Kilo;3.40;Braunhirse;-1.37;5.056;17.19
12/03/2016;-0.374;Kilo;25.52;Mandelmus;-9.54;6.622;168.99
12/03/2016;-0.018;Kilo;16.87;Oregano;-0.30;0.982;16.57
12/03/2016;-0.072;Kilo;45.00;Pfeffer Schwarz Ganz;-3.24;3.086;138.87
12/03/2016;-0.883;Kilo;3.06;Rote Linsen;-2.70;23.691;72.49
12/03/2016;-0.524;Stück;2.92;Rübenzucker;-1.53;21.340;62.31
12/03/2016;-1.896;Kilo;4.22;Spaghetti;-8.00;21.904;92.43
12/03/2016;-1.186;Kilo;3.07;Spirelli;-3.64;26.302;80.75
13/03/2016;-1.000;Liter;8.50;Olivenöl;-8.50;3.281;27.89
13/03/2016;-0.638;Kilo;3.40;Braunhirse;-2.17;4.418;15.02
13/03/2016;-0.538;Kilo;3.06;Rote Linsen;-1.65;23.153;70.85
13/03/2016;-0.304;Kilo;4.00;Sesam;-1.22;13.560;54.24
13/03/2016;-0.818;Kilo;3.07;Spirelli;-2.51;25.484;78.24
13/03/2016;-0.542;Kilo;4.50;Tellerlinsen;-2.44;13.794;62.07
13/03/2016;-0.918;Kilo;4.60;Beluglinsen;-4.22;13.810;63.53
16/03/2016;-1.000;Kilo;2.55;Basmati Weiß;-2.55;18.944;48.31
16/03/2016;-1.276;Kilo;2.29;Couscous;-2.92;8.306;19.02
16/03/2016;-0.250;Kilo;15.30;Haselnüsse geschält;-3.83;16.278;249.05
16/03/2016;-0.512;Kilo;20.00;Kaffee roh;-10.24;4.060;81.20
16/03/2016;-0.146;Kilo;45.00;Pfeffer Schwarz Ganz;-6.57;2.940;132.30
16/03/2016;-1.596;Stück;2.92;Rübenzucker;-4.66;19.744;57.65
16/03/2016;-0.308;Kilo;9.10;Gemüsebrühe;-2.80;6.692;60.90
16/03/2016;0.000;Kilo;40.00;Ingwer Gemahlen;0.00;1.000;40.00
16/03/2016;0.000;Kilo;22.41;Kaffee Espresso;0.00;8.314;186.32
16/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;47.000;71.91
16/03/2016;-1.000;Stück;1.65;Tomaten Passata;-1.65;33.000;54.45
17/03/2016;-0.752;Kilo;4.22;Spaghetti;-3.17;21.152;89.26
18/03/2016;-1.330;Kilo;4.22;Spaghetti;-5.61;19.822;83.65
18/03/2016;-1.154;Kilo;3.07;Spirelli;-3.54;24.330;74.69
18/03/2016;-0.065;Kilo;45.00;Pfeffer Schwarz Ganz;-2.92;2.875;129.37
18/03/2016;-0.026;Kilo;12.11;Basilikum;-0.31;0.974;11.80
18/03/2016;-1.404;Kilo;2.29;Couscous;-3.22;6.902;15.81
18/03/2016;-1.050;Kilo;2.55;Basmati Braun;-2.68;18.464;47.08
18/03/2016;-0.258;Kilo;1.20;Roggen;-0.31;27.298;32.76
18/03/2016;-0.250;Kilo;3.40;Buchweizen;-0.85;23.533;80.01
18/03/2016;-0.206;Kilo;2.00;Dinkel;-0.41;-0.235;-0.47
18/03/2016;-2.000;Stück;1.49;Hafer Drink;-2.98;11.000;16.39
18/03/2016;-4.000;Stück;1.65;Tomaten Passata;-6.60;29.000;47.85
18/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;46.000;70.38
18/03/2016;-0.320;Kilo;25.52;Mandelmus;-8.17;6.302;160.83
18/03/2016;-0.346;Kilo;4.00;Sesam;-1.38;13.214;52.86
19/03/2016;-0.374;Kilo;22.41;Kaffee Espresso;-8.38;7.940;177.94
19/03/2016;-0.880;Kilo;2.55;Basmati Weiß;-2.24;18.064;46.06
19/03/2016;-1.074;Kilo;3.07;Spirelli;-3.30;23.256;71.40
19/03/2016;-1.888;Kilo;2.55;Basmati Braun;-4.82;16.576;42.27
19/03/2016;-0.634;Kilo;2.29;Couscous;-1.45;6.268;14.35
19/03/2016;-1.000;Stück;1.49;Hafer Drink;-1.49;10.000;14.90
19/03/2016;0.000;Kilo;15.30;Haselnüsse geschält;0.00;16.278;249.05
19/03/2016;-2.274;Stück;2.92;Rübenzucker;-6.64;17.470;51.01
19/03/2016;-0.362;Kilo;15.95;Samba;-5.77;21.324;340.12
20/03/2016;-2.052;Kilo;12.00;Sonnenblütenhonig;-24.62;12.511;150.13
21/03/2016;-0.604;Kilo;3.15;Arborio Reis;-1.90;0.331;1.04
21/03/2016;-0.658;Kilo;2.55;Basmati Braun;-1.68;15.918;40.59
21/03/2016;-0.966;Kilo;2.29;Couscous;-2.21;5.302;12.14
21/03/2016;-0.416;Kilo;3.06;Rote Linsen;-1.27;22.737;69.57
21/03/2016;-0.566;Kilo;3.07;Spirelli;-1.74;22.690;69.66
21/03/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;45.000;68.85
21/03/2016;-3.000;Stück;1.49;Hafer Drink;-4.47;7.000;10.43
21/03/2016;-0.650;Liter;8.50;Olivenöl;-5.52;2.631;22.36
21/03/2016;-2.000;Stück;1.65;Tomaten Passata;-3.30;27.000;44.55
21/03/2016;0.000;Kilo;126.26;Getrocknete Paprika;0.00;0.934;117.93
21/03/2016;-0.200;Kilo;22.41;Kaffee Espresso;-4.48;7.740;173.45
22/03/2016;20.000;Kilo;4.50;Bohnen;90.00;20.000;90.00
22/03/2016;12.000;Stück;1.45;Saft Apfel;17.40;12.000;17.40
22/03/2016;6.000;Stück;1.45;Saft Apfel-Birne;8.70;6.000;8.70
22/03/2016;6.000;Stück;1.45;Saft Apfel-Möhre;8.70;6.000;8.70
22/03/2016;12.000;Stück;2.15;Saft Trauben;25.80;12.000;25.80
24/03/2016;-0.508;Kilo;3.40;Buchweizen;-1.73;23.025;78.28
24/03/2016;-0.022;Kilo;40.00;Kurkuma Gemahlen;-0.88;0.627;25.08
24/03/2016;-0.024;Kilo;16.87;Oregano;-0.40;0.958;16.16
24/03/2016;-0.592;Kilo;3.06;Rote Linsen;-1.81;22.145;67.76
24/03/2016;-0.302;Kilo;4.00;Sesam;-1.21;12.912;51.65
25/03/2016;-0.480;Kilo;4.60;Beluglinsen;-2.21;13.330;61.32
25/03/2016;-0.400;Kilo;3.06;Rote Linsen;-1.22;21.745;66.54
25/03/2016;0.000;Kilo;1.20;Roggen;0.00;27.298;32.76
28/03/2016;-0.390;Kilo;22.41;Kaffee Espresso;-8.74;7.350;164.71
31/03/2016;-0.152;Kilo;3.15;Arborio Reis;-0.48;0.179;0.56
31/03/2016;-0.478;Kilo;3.40;Buchweizen;-1.63;22.547;76.66
31/03/2016;-2.000;Stück;1.49;Hafer Drink;-2.98;5.000;7.45
31/03/2016;-0.072;Kilo;40.00;Kurkuma Gemahlen;-2.88;0.555;22.20
31/03/2016;-1.000;Stück;1.45;Saft Apfel-Birne;-1.45;5.000;7.25
31/03/2016;-0.300;Kilo;12.00;Sonnenblütenhonig;-3.60;12.211;146.53
31/03/2016;-1.408;Kilo;2.55;Basmati Weiß;-3.59;16.656;42.47
31/03/2016;-0.752;Kilo;2.29;Couscous;-1.72;4.550;10.42
31/03/2016;-0.282;Kilo;15.30;Haselnüsse geschält;-4.31;15.996;244.74
31/03/2016;-0.818;Kilo;3.06;Rote Linsen;-2.50;20.927;64.04
31/03/2016;-1.000;Stück;1.45;Saft Apfel-Möhre;-1.45;5.000;7.25
31/03/2016;-1.000;Stück;2.15;Saft Trauben;-2.15;11.000;23.65
31/03/2016;-0.378;Kilo;15.95;Samba;-6.03;20.946;334.09
31/03/2016;-0.608;Kilo;3.07;Spirelli;-1.87;22.082;67.79
31/03/2016;-4.000;Stück;1.53;Tomaten Mark;-6.12;41.000;62.73
31/03/2016;-2.000;Stück;1.65;Tomaten Passata;-3.30;25.000;41.25
31/03/2016;-1.000;Stück;1.63;Dinkel Drink;-1.63;41.000;66.83
31/03/2016;-0.035;Kilo;12.28;Rosmarin;-0.43;0.965;11.85
31/03/2016;-0.023;Kilo;16.25;Kräuter der Provence;-0.37;0.916;14.88
01/04/2016;-1.000;Stück;1.65;Tomaten Passata;-1.65;24.000;39.60
01/04/2016;-0.590;Kilo;6.74;Walnüsse;-3.98;15.388;103.72
02/04/2016;-0.860;Kilo;2.00;Dinkel;-1.72;-1.095;-2.19
02/04/2016;-0.296;Kilo;22.41;Kaffee Espresso;-6.63;7.054;158.08
02/04/2016;-1.376;Kilo;3.07;Spirelli;-4.22;20.706;63.57
02/04/2016;-1.258;Kilo;2.55;Basmati Braun;-3.21;14.660;37.38
02/04/2016;-0.504;Kilo;3.40;Buchweizen;-1.71;22.043;74.95
02/04/2016;-0.480;Kilo;2.29;Couscous;-1.10;4.070;9.32
02/04/2016;-0.800;Kilo;25.52;Mandelmus;-20.42;5.502;140.41
02/04/2016;-0.390;Kilo;1.20;Roggen;-0.47;26.908;32.29
02/04/2016;-1.360;Stück;2.92;Rübenzucker;-3.97;16.110;47.04
02/04/2016;-1.000;Stück;1.45;Saft Apfel;-1.45;11.000;15.95
02/04/2016;-1.000;Stück;1.45;Saft Apfel-Birne;-1.45;4.000;5.80
02/04/2016;-1.000;Stück;1.45;Saft Apfel-Möhre;-1.45;4.000;5.80
02/04/2016;-1.000;Stück;2.15;Saft Trauben;-2.15;10.000;21.50
02/04/2016;-0.484;Kilo;15.95;Samba;-7.72;20.462;326.37
02/04/2016;-0.294;Kilo;4.00;Sesam;-1.18;12.618;50.47
02/04/2016;-2.188;Kilo;4.22;Spaghetti;-9.23;17.634;74.42
02/04/2016;-3.000;Stück;1.65;Tomaten Passata;-4.95;21.000;34.65
03/04/2016;-0.484;Kilo;2.29;Couscous;-1.11;3.586;8.21
03/04/2016;-0.284;Kilo;3.20;Polenta;-0.91;13.488;43.16
03/04/2016;-0.616;Kilo;3.06;Rote Linsen;-1.88;20.311;62.15
03/04/2016;-4.266;Kilo;1.20;Roggen;-5.12;22.642;27.17
03/04/2016;-1.686;Kilo;3.07;Spirelli;-5.18;19.020;58.39
03/04/2016;-2.000;Stück;1.65;Tomaten Passata;-3.30;19.000;31.35
04/04/2016;-1.000;Stück;1.45;Saft Apfel-Möhre;-1.45;3.000;4.35
04/04/2016;-0.836;Kilo;2.55;Basmati Weiß;-2.13;15.820;40.34
04/04/2016;-0.360;Kilo;3.40;Braunhirse;-1.22;4.058;13.80
04/04/2016;-0.618;Kilo;3.06;Rote Linsen;-1.89;19.693;60.26
04/04/2016;-0.730;Kilo;4.22;Spaghetti;-3.08;16.904;71.33
04/04/2016;-1.066;Kilo;1.26;Weizen;-1.34;25.158;31.70
04/04/2016;-0.382;Kilo;9.10;Gemüsebrühe;-3.48;6.310;57.42
04/04/2016;-1.204;Kilo;3.07;Spirelli;-3.70;17.816;54.70
04/04/2016;-0.270;Kilo;1.20;Roggen;-0.32;22.372;26.85
04/04/2016;-6.000;Stück;1.65;Tomaten Passata;-9.90;13.000;21.45
04/04/2016;-1.478;Stück;2.92;Rübenzucker;-4.32;14.632;42.73
04/04/2016;-0.274;Kilo;2.00;Dinkel;-0.55;-1.369;-2.74
04/04/2016;-0.274;Kilo;2.10;Hafer;-0.58;23.738;49.85
04/04/2016;-1.004;Kilo;2.29;Couscous;-2.30;2.582;5.91
04/04/2016;-3.000;Stück;1.63;Dinkel Drink;-4.89;38.000;61.94
04/04/2016;-0.880;Kilo;15.95;Samba;-14.04;19.582;312.33
04/04/2016;-0.316;Kilo;15.30;Haselnüsse geschält;-4.83;15.680;239.90
05/04/2016;20.000;Liter;2.65;Allesreiniger;53.00;20.000;53.00
05/04/2016;25.000;Liter;2.21;Spülmittel;55.25;25.000;55.25
05/04/2016;20.000;Kilo;3.40;Waschmittel Normal;68.00;20.000;68.00
05/04/2016;25.000;Liter;3.61;Waschmittel Seide/Wolle;90.25;25.000;90.25
05/04/2016;-0.792;Kilo;15.95;Samba;-12.63;18.790;299.70
05/04/2016;-5.000;Kilo;4.22;Spaghetti;-21.10;11.904;50.23
05/04/2016;-7.000;Stück;1.65;Tomaten Passata;-11.55;6.000;9.90
05/04/2016;-1.368;Kilo;6.74;Walnüsse;-9.22;14.020;94.49
06/04/2016;-0.388;Kilo;22.41;Kaffee Espresso;-8.70;6.666;149.39
07/04/2016;-1.036;Kilo;3.40;Braunhirse;-3.52;3.022;10.27
07/04/2016;-0.674;Kilo;12.00;Sonnenblütenhonig;-8.09;11.537;138.44
07/04/2016;-0.780;Kilo;2.55;Basmati Braun;-1.99;13.880;35.39
07/04/2016;-0.378;Kilo;3.40;Buchweizen;-1.29;21.665;73.66
07/04/2016;-0.750;Liter;5.39;Back-/Bratöl, EU;-4.04;-0.750;-4.04
07/04/2016;-1.000;Stück;1.63;Dinkel Drink;-1.63;37.000;60.31
07/04/2016;-0.694;Kilo;4.60;Beluglinsen;-3.19;12.636;58.13
07/04/2016;-0.432;Kilo;22.41;Kaffee Geröstet;-9.68;8.310;186.23
