Datum;MengeKum;Einheit;Preis;Produkt;Umsatz;Bestand_Einheit;Bestand_Preis
01/06/2016;-0.382;Kilo;15.95;Samba;-6.09;11.178;178.29
01/06/2016;-0.446;Kilo;4.00;Sesam;-1.78;4.449;17.80
01/06/2016;-0.010;Kilo;16.88;Thymian;-0.17;-0.056;-0.95
02/06/2016;-0.422;Kilo;2.78;Leinsamen;-1.17;18.994;52.80
02/06/2016;-0.522;Kilo;3.43;Risottoreis;-1.79;17.564;60.24
02/06/2016;-0.262;Kilo;22.41;Kaffee Geröstet;-5.87;3.952;88.56
02/06/2016;-0.110;Stück;2.92;Rübenzucker;-0.32;1.378;4.02
02/06/2016;-0.634;Kilo;9.81;Kürbiskerne;-6.22;21.326;209.21
02/06/2016;-1.346;Kilo;3.48;Sonnenblumenkerne;-4.68;5.480;20.25
02/06/2016;-0.274;Kilo;3.80;Borlottibohnen;-1.04;-1.694;-6.44
02/06/2016;-1.678;Kilo;1.70;Haferflocken;-2.85;21.706;37.17
02/06/2016;-0.500;Liter;3.13;Rapsöl;-1.57;46.250;144.76
02/06/2016;-0.360;Kilo;1.20;Roggen;-0.43;13.844;16.61
02/06/2016;-0.720;Kilo;15.95;Samba;-11.48;10.458;166.81
02/06/2016;-0.660;Liter;3.16;Sonnenblumenöl;-2.09;33.510;105.89
02/06/2016;-0.294;Kilo;12.00;Sonnenblütenhonig;-3.53;2.775;33.30
02/06/2016;-0.248;Kilo;22.41;Kaffee Espresso;-5.56;5.739;128.60
02/06/2016;-0.636;Kilo;3.40;Waschmittel Normal;-2.16;13.124;44.62
02/06/2016;-0.454;Kilo;1.26;Weizen;-0.57;67.954;85.62
02/06/2016;-1.000;Liter;2.32;Apfelessig;-2.32;34.700;80.50
02/06/2016;-0.832;Kilo;15.30;Haselnüsse geschält;-12.73;6.412;98.10
02/06/2016;-1.500;Liter;2.21;Spülmittel;-3.32;20.050;44.31
02/06/2016;-3.000;Stück;1.45;Saft Apfel;-4.35;37.000;53.65
02/06/2016;-0.650;Kilo;1.78;Goldhirse;-1.16;11.856;21.11
02/06/2016;-1.090;Kilo;4.00;Sesam;-4.36;3.359;13.44
02/06/2016;-1.212;Kilo;2.00;Dinkel;-2.42;23.608;47.22
02/06/2016;-0.794;Kilo;3.06;Rote Linsen;-2.43;10.075;30.83
02/06/2016;-0.846;Kilo;6.74;Walnüsse;-5.70;9.622;64.85
03/06/2016;-1.000;Liter;2.65;Allesreiniger;-2.65;17.250;45.71
03/06/2016;-1.000;Liter;2.21;Spülmittel;-2.21;19.050;42.10
03/06/2016;-1.000;Liter;2.32;Apfelessig;-2.32;33.700;78.18
03/06/2016;-0.364;Kilo;15.95;Samba;-5.81;10.094;161.00
03/06/2016;-0.110;Kilo;9.10;Gemüsebrühe;-1.00;4.988;45.39
03/06/2016;-1.210;Kilo;1.78;Goldhirse;-2.15;10.646;18.96
03/06/2016;-1.740;Kilo;1.20;Roggen;-2.09;12.104;14.52
03/06/2016;-1.000;Liter;3.16;Sonnenblumenöl;-3.16;32.510;102.73
03/06/2016;-0.430;Kilo;4.50;Bohnen;-1.94;15.714;70.71
03/06/2016;-0.672;Kilo;3.48;Sonnenblumenkerne;-2.34;4.808;17.91
03/06/2016;-2.002;Kilo;3.40;Waschmittel Normal;-6.81;11.122;37.81
03/06/2016;-1.364;Kilo;4.60;Beluglinsen;-6.27;4.032;18.55
03/06/2016;-4.298;Kilo;2.00;Dinkel;-8.60;19.310;38.62
03/06/2016;-0.216;Kilo;22.41;Kaffee Geröstet;-4.84;3.736;83.72
03/06/2016;0.000;Stück;2.15;Saft Trauben;0.00;8.000;17.20
03/06/2016;-0.664;Kilo;1.70;Haferflocken;-1.13;21.042;36.04
03/06/2016;-0.452;Kilo;15.30;Haselnüsse geschält;-6.92;5.960;91.19
03/06/2016;-0.194;Kilo;9.81;Kürbiskerne;-1.90;21.132;207.30
03/06/2016;-0.286;Kilo;2.78;Leinsamen;-0.80;18.708;52.01
03/06/2016;-6.000;Stück;1.45;Saft Apfel;-8.70;31.000;44.95
03/06/2016;-0.290;Kilo;4.00;Sesam;-1.16;3.069;12.28
05/06/2016;-0.300;Kilo;22.41;Kaffee Espresso;-6.72;5.439;121.88
05/06/2016;-1.664;Kilo;2.00;Dinkel;-3.33;17.646;35.29
05/06/2016;-0.038;Kilo;36.00;Kreuzkümmel Ganz;-1.37;0.614;22.10
05/06/2016;-0.800;Kilo;3.06;Rote Linsen;-2.45;9.275;28.38
05/06/2016;-0.870;Kilo;3.40;Buchweizen;-2.96;6.605;22.46
05/06/2016;-0.532;Kilo;1.78;Goldhirse;-0.95;10.114;18.01
05/06/2016;-0.368;Kilo;1.70;Haferflocken;-0.63;20.674;35.42
05/06/2016;-0.204;Kilo;15.30;Haselnüsse geschält;-3.12;5.756;88.07
05/06/2016;-0.308;Kilo;9.81;Kürbiskerne;-3.02;20.824;204.28
05/06/2016;-0.382;Kilo;25.52;Mandelmus;-9.75;1.028;26.23
05/06/2016;-0.400;Kilo;15.95;Samba;-6.38;9.694;154.62
05/06/2016;-0.210;Kilo;4.00;Sesam;-0.84;2.859;11.44
05/06/2016;-0.324;Kilo;3.48;Sonnenblumenkerne;-1.13;4.484;16.78
05/06/2016;-0.500;Liter;3.16;Sonnenblumenöl;-1.58;32.010;101.15
05/06/2016;-0.500;Liter;2.21;Spülmittel;-1.11;18.550;41.00
05/06/2016;-2.000;Liter;3.61;Waschmittel Seide/Wolle;-7.22;20.950;75.63
06/06/2016;-0.342;Kilo;2.78;Leinsamen;-0.95;18.366;51.06
06/06/2016;-1.000;Liter;3.13;Rapsöl;-3.13;45.250;141.63
06/06/2016;-0.043;Kilo;12.28;Rosmarin;-0.53;0.899;11.04
06/06/2016;-0.352;Kilo;3.48;Sonnenblumenkerne;-1.22;4.132;15.56
06/06/2016;-0.178;Kilo;4.60;Beluglinsen;-0.82;3.854;17.73
06/06/2016;-1.400;Kilo;1.26;Weizen;-1.76;66.554;83.86
06/06/2016;-1.300;Liter;3.16;Sonnenblumenöl;-4.11;30.710;97.04
08/06/2016;-1.584;Kilo;2.00;Dinkel;-3.17;16.062;32.12
08/06/2016;-0.972;Kilo;3.40;Buchweizen;-3.30;5.633;19.15
08/06/2016;-0.494;Kilo;1.70;Haferflocken;-0.84;20.180;34.58
08/06/2016;-1.000;Liter;3.13;Rapsöl;-3.13;44.250;138.50
08/06/2016;-1.000;Liter;2.21;Spülmittel;-2.21;17.550;38.79
08/06/2016;-0.270;Kilo;2.10;Hafer;-0.57;13.794;28.97
08/06/2016;-0.146;Kilo;30.00;Senfkörner Ganz;-4.38;0.373;11.19
08/06/2016;-1.048;Kilo;4.60;Beluglinsen;-4.82;2.806;12.91
08/06/2016;-0.790;Kilo;3.80;Borlottibohnen;-3.00;-2.484;-9.44
08/06/2016;-0.984;Kilo;1.78;Goldhirse;-1.75;9.130;16.26
08/06/2016;-0.186;Kilo;15.30;Haselnüsse geschält;-2.85;5.570;85.22
08/06/2016;0.000;Kilo;40.00;Ingwer Gemahlen;0.00;0.880;35.20
08/06/2016;-0.688;Kilo;9.81;Kürbiskerne;-6.75;20.136;197.53
08/06/2016;-0.288;Kilo;2.78;Leinsamen;-0.80;18.078;50.26
08/06/2016;-0.318;Kilo;25.52;Mandelmus;-8.12;0.710;18.12
08/06/2016;-0.125;Kilo;45.00;Pfeffer Schwarz Ganz;-5.62;2.190;98.55
08/06/2016;-0.420;Kilo;3.20;Polenta;-1.34;10.746;34.39
08/06/2016;-2.000;Stück;1.45;Saft Apfel;-2.90;29.000;42.05
08/06/2016;-0.410;Kilo;15.95;Samba;-6.54;9.284;148.08
08/06/2016;-0.846;Kilo;3.48;Sonnenblumenkerne;-2.94;3.286;12.61
08/06/2016;-1.000;Liter;3.16;Sonnenblumenöl;-3.16;29.710;93.88
08/06/2016;-1.136;Kilo;1.26;Weizen;-1.43;65.418;82.43
08/06/2016;-0.100;Kilo;40.00;Zimt Gemahlen;-4.00;0.299;11.96
09/06/2016;-0.350;Kilo;2.00;Dinkel;-0.70;15.712;31.42
09/06/2016;-0.430;Kilo;3.48;Sonnenblumenkerne;-1.50;2.856;11.12
10/06/2016;-1.664;Kilo;2.00;Dinkel;-3.33;14.048;28.10
10/06/2016;-1.586;Kilo;2.10;Hafer;-3.33;12.208;25.64
10/06/2016;-1.682;Kilo;1.20;Roggen;-2.02;10.422;12.51
10/06/2016;-0.500;Liter;2.21;Spülmittel;-1.11;17.050;37.68
12/06/2016;-0.266;Kilo;22.41;Kaffee Espresso;-5.96;5.173;115.92
12/06/2016;-1.308;Kilo;4.60;Beluglinsen;-6.02;1.498;6.89
12/06/2016;-0.242;Kilo;2.78;Leinsamen;-0.67;17.836;49.58
12/06/2016;-0.498;Kilo;3.48;Sonnenblumenkerne;-1.73;2.358;9.38
13/06/2016;-0.062;Kilo;20.00;Kaffee roh;-1.24;3.998;79.96
13/06/2016;-0.906;Kilo;3.20;Polenta;-2.90;9.840;31.49
13/06/2016;2.711;Kilo;3.15;Arborio Reis;8.54;0.000;-0.00
13/06/2016;1.121;Liter;5.39;Back-/Bratöl, EU;6.04;0.000;0.00
13/06/2016;-2.000;Stück;1.78;Basitom;-3.56;0.000;0.00
13/06/2016;-2.478;Kilo;2.55;Basmati Braun;-6.32;0.000;0.00
13/06/2016;-0.926;Kilo;2.55;Basmati Weiß;-2.36;0.000;-0.00
13/06/2016;0.202;Kilo;4.60;Beluglinsen;0.93;1.700;7.82
13/06/2016;-4.040;Kilo;4.50;Bohnen;-18.18;11.674;52.53
13/06/2016;2.616;Kilo;3.80;Borlottibohnen;9.94;0.132;0.50
13/06/2016;14.795;Kilo;4.50;Braune Linsen;66.58;0.000;-0.00
13/06/2016;0.978;Kilo;3.40;Braunhirse;3.33;-0.000;-0.00
13/06/2016;-0.033;Kilo;3.40;Buchweizen;-0.11;5.600;19.04
13/06/2016;-0.784;Kilo;2.29;Couscous;-1.80;-0.000;-0.00
13/06/2016;-1.000;Stück;1.78;Currychini;-1.78;0.000;0.00
13/06/2016;-3.580;Kilo;2.00;Dinkel;-7.16;10.468;20.94
13/06/2016;-9.000;Stück;1.63;Dinkel Drink;-14.67;0.000;-0.00
13/06/2016;-3.200;Kilo;1.78;Goldhirse;-5.70;5.930;10.56
13/06/2016;-0.038;Kilo;1.93;Goldhirse;-0.07;5.892;10.49
13/06/2016;2.122;Kilo;2.10;Hafer;4.46;14.330;30.09
13/06/2016;-5.000;Stück;1.49;Hafer Drink;-7.45;0.000;-0.00
13/06/2016;1.704;Kilo;1.54;Haferflocken;2.62;21.884;37.20
13/06/2016;-8.440;Kilo;1.70;Haferflocken;-14.35;13.444;22.85
13/06/2016;-2.476;Kilo;15.30;Haselnüsse geschält;-37.88;3.094;47.34
13/06/2016;-2.895;Kilo;22.41;Kaffee Espresso;-64.87;2.278;51.05
13/06/2016;-0.354;Kilo;22.41;Kaffee Geröstet;-7.93;3.382;75.79
13/06/2016;-0.083;Kilo;2.29;Kichererbsen;-0.19;-0.000;-0.00
13/06/2016;-0.636;Kilo;9.81;Kürbiskerne;-6.24;19.500;191.29
13/06/2016;0.106;Kilo;2.78;Leinsamen;0.29;17.942;49.88
13/06/2016;-0.710;Kilo;25.52;Mandelmus;-18.12;0.000;0.00
13/06/2016;-2.631;Liter;8.50;Olivenöl;-22.36;-0.000;0.00
13/06/2016;0.080;Kilo;2.29;Penne semoltano;0.18;-0.000;-0.00
13/06/2016;-4.854;Kilo;3.43;Risottoreis;-16.65;12.710;43.60
13/06/2016;-1.500;Kilo;1.20;Roggen;-1.80;8.922;10.71
13/06/2016;-0.677;Kilo;2.45;Rohrohrzucker;-1.66;-0.000;0.00
13/06/2016;-1.000;Stück;1.78;Rote Beete Meerettich;-1.78;0.000;0.00
13/06/2016;-0.038;Kilo;3.04;Rote Linsen;-0.12;9.237;28.26
13/06/2016;-5.043;Kilo;3.06;Rote Linsen;-15.43;4.194;12.83
13/06/2016;-1.378;Stück;2.92;Rübenzucker;-4.02;-0.000;0.00
13/06/2016;-15.000;Stück;1.45;Saft Apfel;-21.75;14.000;20.30
13/06/2016;-1.000;Stück;1.45;Saft Apfel-Möhre;-1.45;0.000;0.00
13/06/2016;-8.000;Stück;2.15;Saft Trauben;-17.20;0.000;0.00
13/06/2016;-1.390;Kilo;15.95;Samba;-22.17;7.894;125.91
13/06/2016;0.200;Kilo;15.09;Samba – Schokoaufstrich;3.01;0.000;0.00
13/06/2016;0.693;Kilo;4.00;Sesam;2.77;3.552;14.21
13/06/2016;-5.000;Stück;1.49;Soja Drink;-7.45;0.000;0.00
13/06/2016;1.202;Kilo;2.50;Sonnenblumenkerne;3.01;3.560;12.39
13/06/2016;-3.560;Kilo;3.48;Sonnenblumenkerne;-12.39;0.000;-0.00
13/06/2016;-2.880;Liter;3.25;Sonnenblumenöl, EU ;-9.36;0.000;0.00
13/06/2016;-2.775;Kilo;12.00;Sonnenblütenhonig;-33.30;0.000;-0.00
13/06/2016;-4.714;Kilo;4.22;Spaghetti;-19.89;0.000;0.00
13/06/2016;-4.738;Kilo;3.07;Spirelli;-14.55;0.000;-0.00
13/06/2016;-12.624;Kilo;4.50;Tellerlinsen;-56.81;-0.000;-0.00
13/06/2016;-16.000;Stück;1.53;Tomaten Mark;-24.48;8.000;12.24
13/06/2016;-6.000;Stück;1.65;Tomaten Passata;-9.90;0.000;-0.00
13/06/2016;-2.028;Kilo;6.74;Walnüsse;-13.67;7.594;51.18
13/06/2016;-0.532;Kilo;3.40;Waschmittel Normal;-1.81;10.590;36.01
13/06/2016;-0.070;Kilo;3.95;Weinbeeren;-0.28;0.000;0.00
13/06/2016;-28.576;Kilo;1.26;Weizen;-36.01;36.842;46.42
13/06/2016;-1.000;Stück;1.93;Zwiebelschmelz;-1.93;0.000;-0.00
13/06/2016;-0.045;Kilo;3.36;weißer Basmati;-0.15;0.000;0.00
14/06/2016;-0.934;Kilo;126.26;Getrocknete Paprika;-117.93;0.000;-0.00
14/06/2016;46.000;Stück;2.56;Getrocknetes Gemüse;117.76;46.000;117.76
14/06/2016;-0.040;Kilo;12.11;Basilikum;-0.48;0.907;10.98
14/06/2016;-0.052;Kilo;40.00;Bockshornklee Ganz;-2.08;0.296;11.84
14/06/2016;-0.005;Kilo;40.00;Chilli Gemahlen;-0.20;0.884;35.36
14/06/2016;0.086;Kilo;40.00;Ingwer Gemahlen;3.44;0.966;38.64
14/06/2016;-0.319;Kilo;20.00;Kaffee roh;-6.38;3.679;73.58
14/06/2016;0.006;Kilo;75.00;Kardamom Ganz;0.45;0.946;70.95
14/06/2016;-0.015;Kilo;36.00;Koriander Ganz;-0.54;0.730;26.28
14/06/2016;0.019;Kilo;36.00;Koriander Gemahlen;0.68;0.844;30.38
14/06/2016;-0.054;Kilo;36.00;Kreuzkümmel Ganz;-1.94;0.560;20.16
14/06/2016;-0.022;Kilo;36.00;Kreuzkümmel Gemahlen;-0.79;0.778;28.01
14/06/2016;-0.062;Kilo;16.25;Kräuter der Provence;-1.01;0.782;12.71
14/06/2016;0.135;Kilo;40.00;Kurkuma Gemahlen;5.40;0.545;21.80
14/06/2016;-0.286;Kilo;16.87;Oregano;-4.82;0.620;10.46
14/06/2016;-0.003;Kilo;19.32;Paprika Edelsüß;-0.06;0.483;9.33
14/06/2016;-0.071;Kilo;45.00;Pfeffer Schwarz Ganz;-3.20;2.119;95.35
14/06/2016;-0.032;Kilo;12.28;Rosmarin;-0.39;0.867;10.65
14/06/2016;-0.180;Kilo;30.00;Senfkörner Ganz;-5.40;0.193;5.79
14/06/2016;-0.124;Kilo;40.00;Zimt Ganz;-4.96;0.812;32.48
14/06/2016;0.969;Kilo;16.88;Thymian;16.36;0.913;15.41
14/06/2016;-0.340;Kilo;22.41;Kaffee Espresso;-7.62;1.938;43.43
14/06/2016;-0.280;Kilo;15.30;Haselnüsse geschält;-4.28;2.814;43.05
14/06/2016;-0.210;Kilo;9.81;Kürbiskerne;-2.06;19.290;189.23
14/06/2016;-0.398;Kilo;3.20;Polenta;-1.27;9.442;30.21
14/06/2016;-0.580;Liter;3.13;Rapsöl;-1.82;43.670;136.69
14/06/2016;-0.430;Kilo;3.43;Risottoreis;-1.47;12.280;42.12
14/06/2016;-0.424;Kilo;4.00;Sesam;-1.70;3.128;12.51
14/06/2016;-0.664;Liter;3.16;Sonnenblumenöl;-2.10;29.046;91.79
14/06/2016;-1.080;Kilo;3.40;Waschmittel Normal;-3.67;9.510;32.33
15/06/2016;-0.192;Kilo;9.81;Kürbiskerne;-1.88;19.098;187.35
15/06/2016;-0.318;Kilo;2.78;Leinsamen;-0.88;17.624;48.99
15/06/2016;-0.050;Kilo;36.00;Koriander Ganz;-1.80;0.680;24.48
15/06/2016;-0.100;Kilo;45.00;Pfeffer Schwarz Ganz;-4.50;2.019;90.85
15/06/2016;-0.590;Kilo;4.60;Beluglinsen;-2.71;1.110;5.11
15/06/2016;-0.296;Kilo;4.50;Bohnen;-1.33;11.378;51.20
15/06/2016;-1.386;Kilo;1.70;Haferflocken;-2.36;12.058;20.50
15/06/2016;-0.722;Kilo;3.20;Polenta;-2.31;8.720;27.90
15/06/2016;-0.940;Kilo;3.06;Rote Linsen;-2.88;3.254;9.96
15/06/2016;-2.000;Stück;1.45;Saft Apfel;-2.90;12.000;17.40
15/06/2016;-0.290;Kilo;15.95;Samba;-4.63;7.604;121.28
16/06/2016;-0.074;Kilo;9.10;Gemüsebrühe;-0.67;4.914;44.72
16/06/2016;-0.436;Kilo;1.70;Haferflocken;-0.74;11.622;19.76
16/06/2016;0.000;Kilo;22.41;Kaffee Espresso;0.00;1.938;43.43
16/06/2016;-1.000;Stück;2.56;Getrocknetes Gemüse;-2.56;45.000;115.20
16/06/2016;-0.716;Kilo;15.30;Haselnüsse geschält;-10.95;2.098;32.10
16/06/2016;-0.432;Kilo;9.81;Kürbiskerne;-4.24;18.666;183.11
16/06/2016;-0.286;Kilo;2.78;Leinsamen;-0.80;17.338;48.20
16/06/2016;-0.186;Kilo;15.95;Samba;-2.97;7.418;118.32
16/06/2016;-1.664;Kilo;2.00;Dinkel;-3.33;8.804;17.61
16/06/2016;-0.672;Kilo;3.43;Risottoreis;-2.30;11.608;39.82
17/06/2016;-0.018;Kilo;12.11;Basilikum;-0.22;0.889;10.77
17/06/2016;-0.100;Kilo;40.00;Bockshornklee Ganz;-4.00;0.196;7.84
17/06/2016;-0.050;Kilo;36.00;Koriander Ganz;-1.80;0.630;22.68
17/06/2016;-0.090;Kilo;36.00;Kreuzkümmel Gemahlen;-3.24;0.688;24.77
17/06/2016;-1.024;Kilo;9.81;Kürbiskerne;-10.05;17.642;173.07
17/06/2016;-0.422;Kilo;3.20;Polenta;-1.35;8.298;26.55
17/06/2016;-0.938;Liter;3.13;Rapsöl;-2.94;42.732;133.75
17/06/2016;-0.112;Kilo;30.00;Senfkörner Ganz;-3.36;0.081;2.43
17/06/2016;-1.258;Kilo;4.00;Sesam;-5.03;1.870;7.48
17/06/2016;-0.666;Liter;3.61;Waschmittel Seide/Wolle;-2.40;20.284;73.23
17/06/2016;-0.894;Stück;1.53;Tomaten Mark;-1.37;7.106;10.87
18/06/2016;-0.440;Kilo;4.60;Beluglinsen;-2.02;0.670;3.08
18/06/2016;-0.542;Kilo;1.78;Goldhirse;-0.96;5.350;9.52
18/06/2016;-0.176;Kilo;9.81;Kürbiskerne;-1.73;17.466;171.34
18/06/2016;-0.380;Kilo;3.43;Risottoreis;-1.30;11.228;38.51
18/06/2016;-0.230;Kilo;4.00;Sesam;-0.92;1.640;6.56
19/06/2016;-0.616;Liter;2.32;Apfelessig;-1.43;33.084;76.75
19/06/2016;-2.068;Kilo;1.70;Haferflocken;-3.52;9.554;16.24
19/06/2016;0.000;Kilo;22.41;Kaffee Geröstet;0.00;3.382;75.79
19/06/2016;0.000;Kilo;36.00;Kreuzkümmel Ganz;0.00;0.560;20.16
19/06/2016;-0.158;Kilo;9.81;Kürbiskerne;-1.55;17.308;169.79
19/06/2016;-0.080;Kilo;16.87;Oregano;-1.35;0.540;9.11
19/06/2016;-0.800;Kilo;3.43;Risottoreis;-2.74;10.428;35.77
19/06/2016;-0.760;Kilo;3.06;Rote Linsen;-2.33;2.494;7.63
19/06/2016;-4.570;Kilo;2.00;Dinkel;-9.14;4.234;8.47
19/06/2016;-0.228;Kilo;22.41;Kaffee Espresso;-5.11;1.710;38.32
19/06/2016;-0.770;Kilo;1.26;Weizen;-0.97;36.072;45.45
19/06/2016;-0.600;Kilo;20.00;Kaffee roh;-12.00;3.079;61.58
19/06/2016;-0.660;Kilo;3.20;Polenta;-2.11;7.638;24.44
19/06/2016;-1.424;Liter;3.16;Sonnenblumenöl;-4.50;27.622;87.29
19/06/2016;-0.298;Kilo;15.95;Samba;-4.75;7.120;113.56
19/06/2016;-0.068;Kilo;30.00;Senfkörner Ganz;-2.04;0.013;0.39
20/06/2016;-0.360;Kilo;4.60;Beluglinsen;-1.66;0.310;1.43
20/06/2016;-0.816;Kilo;3.40;Buchweizen;-2.77;4.784;16.27
20/06/2016;-0.688;Stück;2.56;Getrocknetes Gemüse;-1.76;44.312;113.44
20/06/2016;-0.384;Kilo;2.10;Hafer;-0.81;13.946;29.29
20/06/2016;-0.208;Kilo;9.81;Kürbiskerne;-2.04;17.100;167.75
20/06/2016;-0.200;Kilo;2.78;Leinsamen;-0.56;17.138;47.64
20/06/2016;-0.356;Kilo;3.43;Risottoreis;-1.22;10.072;34.55
20/06/2016;-0.434;Kilo;3.06;Rote Linsen;-1.33;2.060;6.30
20/06/2016;-0.892;Stück;1.45;Saft Apfel;-1.29;11.108;16.11
20/06/2016;-0.350;Kilo;15.95;Samba;-5.58;6.770;107.98
22/06/2016;-1.128;Kilo;2.00;Dinkel;-2.26;3.106;6.21
22/06/2016;-0.264;Kilo;2.10;Hafer;-0.55;13.682;28.73
22/06/2016;-0.304;Liter;2.21;Spülmittel;-0.67;16.746;37.01
22/06/2016;-0.896;Kilo;3.43;Risottoreis;-3.07;9.176;31.47
22/06/2016;-0.980;Kilo;15.30;Haselnüsse geschält;-14.99;1.118;17.11
22/06/2016;-0.980;Kilo;40.00;Ingwer Gemahlen;-39.20;-0.014;-0.56
22/06/2016;-0.042;Kilo;36.00;Koriander Ganz;-1.51;0.588;21.17
22/06/2016;-1.380;Kilo;6.74;Walnüsse;-9.30;6.214;41.88
22/06/2016;-3.622;Kilo;1.70;Haferflocken;-6.16;5.932;10.08
22/06/2016;-0.680;Kilo;3.06;Rote Linsen;-2.08;1.380;4.22
23/06/2016;-1.000;Stück;1.45;Saft Apfel;-1.45;10.108;14.66
23/06/2016;-1.000;Stück;1.53;Tomaten Mark;-1.53;6.106;9.34
24/06/2016;-4.000;Stück;1.45;Saft Apfel;-5.80;6.108;8.86
24/06/2016;-0.550;Kilo;1.70;Haferflocken;-0.94;5.382;9.15
24/06/2016;-0.494;Liter;2.32;Apfelessig;-1.15;32.590;75.61
24/06/2016;-1.674;Kilo;2.00;Dinkel;-3.35;1.432;2.86
24/06/2016;-1.514;Kilo;2.10;Hafer;-3.18;12.168;25.55
24/06/2016;-0.162;Kilo;15.30;Haselnüsse geschält;-2.48;0.956;14.63
24/06/2016;-1.614;Kilo;3.43;Risottoreis;-5.54;7.562;25.94
24/06/2016;-1.692;Kilo;1.20;Roggen;-2.03;7.230;8.68
25/06/2016;-0.344;Kilo;22.41;Kaffee Espresso;-7.71;1.366;30.61
27/06/2016;-0.750;Liter;2.32;Apfelessig;-1.74;31.840;73.87
27/06/2016;-0.382;Kilo;22.41;Kaffee Espresso;-8.56;0.984;22.05
27/06/2016;-0.390;Kilo;20.00;Kaffee roh;-7.80;2.689;53.78
27/06/2016;-1.000;Liter;3.13;Rapsöl;-3.13;41.732;130.62
27/06/2016;-0.636;Kilo;3.43;Risottoreis;-2.18;6.926;23.76
27/06/2016;-1.000;Liter;3.16;Sonnenblumenöl;-3.16;26.622;84.13
27/06/2016;-0.060;Kilo;36.00;Kreuzkümmel Gemahlen;-2.16;0.628;22.61
27/06/2016;-0.023;Kilo;16.25;Kräuter der Provence;-0.37;0.759;12.33
27/06/2016;-0.096;Kilo;45.00;Pfeffer Schwarz Ganz;-4.32;1.923;86.53
27/06/2016;-1.000;Stück;1.45;Saft Apfel;-1.45;5.108;7.41
27/06/2016;25.000;Kilo;3.49;Basmati Braun;87.25;25.000;87.25
27/06/2016;25.000;Kilo;2.84;Couscous;71.00;25.000;71.00
27/06/2016;25.000;Kilo;3.16;Kichererbsen;79.00;25.000;79.00
27/06/2016;25.000;Kilo;4.88;Rosinen;122.00;25.000;122.00
27/06/2016;-1.380;Kilo;3.06;Rote Linsen;-4.22;0.000;-0.00
27/06/2016;26.380;Kilo;3.97;Rote Linsen;104.73;26.380;104.73
27/06/2016;0.000;Kilo;4.02;Rote Linsen Neu;0.00;0.000;0.00
27/06/2016;1.013;Kilo;7.20;Senfkörner;7.29;1.013;7.29
27/06/2016;-0.013;Kilo;30.00;Senfkörner Ganz;-0.39;-0.000;0.00
27/06/2016;0.000;Kilo;6.90;Senfkörner Neu;0.00;0.000;0.00
27/06/2016;-1.888;Kilo;1.78;Goldhirse;-3.36;3.462;6.16
27/06/2016;-0.580;Kilo;1.70;Haferflocken;-0.99;4.802;8.16
27/06/2016;-0.558;Kilo;9.81;Kürbiskerne;-5.47;16.542;162.28
27/06/2016;-1.528;Kilo;3.40;Buchweizen;-5.20;3.256;11.07
27/06/2016;-0.946;Kilo;2.00;Dinkel;-1.89;0.486;0.97
28/06/2016;-1.032;Kilo;3.20;Polenta;-3.30;6.606;21.14
28/06/2016;-0.212;Kilo;22.41;Kaffee Geröstet;-4.75;3.170;71.04
28/06/2016;-2.000;Stück;1.45;Saft Apfel;-2.90;3.108;4.51
28/06/2016;-0.226;Kilo;4.60;Beluglinsen;-1.04;0.084;0.39
28/06/2016;-0.700;Liter;3.16;Sonnenblumenöl;-2.21;25.922;81.91
28/06/2016;-0.220;Kilo;1.78;Goldhirse;-0.39;3.242;5.77
28/06/2016;-1.660;Kilo;3.16;Kichererbsen;-5.25;23.340;73.75
28/06/2016;-0.704;Kilo;3.97;Rote Linsen;-2.79;25.676;101.93
28/06/2016;-0.480;Kilo;4.88;Rosinen;-2.34;24.520;119.66
28/06/2016;-0.522;Kilo;15.95;Samba;-8.33;6.248;99.66
28/06/2016;-0.498;Kilo;15.30;Haselnüsse geschält;-7.62;0.458;7.01
28/06/2016;-1.620;Kilo;1.20;Roggen;-1.94;5.610;6.73
28/06/2016;-0.668;Kilo;4.00;Sesam;-2.67;0.972;3.89
29/06/2016;-0.392;Kilo;22.41;Kaffee Geröstet;-8.78;2.778;62.25
29/06/2016;-0.222;Kilo;1.70;Haferflocken;-0.38;4.580;7.79
01/07/2016;-0.440;Kilo;2.00;Dinkel;-0.88;0.046;0.09
01/07/2016;-0.400;Kilo;3.16;Kichererbsen;-1.26;22.940;72.49
01/07/2016;-0.320;Kilo;1.20;Roggen;-0.38;5.290;6.35
01/07/2016;-0.600;Kilo;1.26;Weizen;-0.76;35.472;44.69
01/07/2016;9.000;Kilo;7.49;Kokosfett;67.41;9.000;67.41
01/07/2016;25.000;Stück;3.24;Rübenzucker;81.00;25.000;81.00
01/07/2016;10.000;Kilo;4.22;Spaghetti;42.20;10.000;42.20
01/07/2016;48.000;Stück;1.53;Tomatenmark;73.44;48.000;73.44
01/07/2016;-1.048;Kilo;2.84;Couscous;-2.98;23.952;68.02
01/07/2016;-0.050;Kilo;16.87;Oregano;-0.84;0.490;8.27
01/07/2016;-1.090;Kilo;4.88;Rosinen;-5.32;23.430;114.34
01/07/2016;-0.540;Kilo;15.95;Samba;-8.61;5.708;91.04
